     istep   total_energy_diff     max_eigval_diff      max_delta_diff                 miu
     47376    0.0000000000E+00    1.1102230246E-15    1.1294524344E-13   -4.7388832318E-01
     47377    1.1575597579E-16    1.1102230246E-15    1.1292702884E-13   -4.7388832318E-01
     47378    2.3151195158E-16    1.1102230246E-15    1.1290100799E-13   -4.7388832318E-01
     47379    1.1575597579E-16    9.9920072216E-16    1.1292616148E-13   -4.7388832318E-01
     47380    1.1575597579E-16    1.3322676296E-15    1.1282814960E-13   -4.7388832318E-01
     47381    0.0000000000E+00    9.9920072216E-16    1.1283075169E-13   -4.7388832318E-01
     47382    0.0000000000E+00    1.1102230246E-15    1.1285243573E-13   -4.7388832318E-01
     47383    0.0000000000E+00    1.1102230246E-15    1.1275615858E-13   -4.7388832318E-01
     47384    1.1575597579E-16    1.1102230246E-15    1.1274748496E-13   -4.7388832318E-01
     47385    0.0000000000E+00    1.3322676296E-15    1.1272927036E-13   -4.7388832318E-01
     47386    0.0000000000E+00    1.3322676296E-15    1.1270411687E-13   -4.7388832318E-01
     47387    1.1575597579E-16    9.9920072216E-16    1.1270151479E-13   -4.7388832318E-01
     47388    2.3151195158E-16    1.2212453271E-15    1.1264860572E-13   -4.7388832318E-01
     47389    1.1575597579E-16    1.1102230246E-15    1.1262778904E-13   -4.7388832318E-01
     47390    0.0000000000E+00    8.8817841970E-16    1.1259916610E-13   -4.7388832318E-01
     47391    1.1575597579E-16    9.9920072216E-16    1.1258268623E-13   -4.7388832318E-01
     47392    2.3151195158E-16    9.9920072216E-16    1.1255319593E-13   -4.7388832318E-01
     47393    4.6302390316E-16    1.2212453271E-15    1.1252457299E-13   -4.7388832318E-01
     47394    0.0000000000E+00    1.1102230246E-15    1.1250982784E-13   -4.7388832318E-01
     47395    1.1575597579E-16    1.2212453271E-15    1.1249334797E-13   -4.7388832318E-01
     47396    1.1575597579E-16    9.9920072216E-16    1.1244130627E-13   -4.7388832318E-01
     47397    0.0000000000E+00    1.1102230246E-15    1.1244564307E-13   -4.7388832318E-01
     47398    0.0000000000E+00    1.3322676296E-15    1.1243436737E-13   -4.7388832318E-01
     47399    0.0000000000E+00    1.1102230246E-15    1.1239273401E-13   -4.7388832318E-01
     47400    2.3151195158E-16    1.1102230246E-15    1.1229212005E-13   -4.7388832318E-01
     47401    2.3151195158E-16    1.2212453271E-15    1.1234763120E-13   -4.7388832318E-01
     47402    1.1575597579E-16    1.1102230246E-15    1.1232161035E-13   -4.7388832318E-01
     47403    3.4726792737E-16    1.3322676296E-15    1.1232247771E-13   -4.7388832318E-01
     47404    0.0000000000E+00    1.5543122345E-15    1.1227043600E-13   -4.7388832318E-01
     47405    3.4726792737E-16    1.1102230246E-15    1.1223574153E-13   -4.7388832318E-01
     47406    2.3151195158E-16    9.9920072216E-16    1.1219584289E-13   -4.7388832318E-01
     47407    2.3151195158E-16    1.1102230246E-15    1.1221145541E-13   -4.7388832318E-01
     47408    1.1575597579E-16    1.1102230246E-15    1.1213686230E-13   -4.7388832318E-01
     47409    3.4726792737E-16    9.9920072216E-16    1.1213772966E-13   -4.7388832318E-01
     47410    2.3151195158E-16    9.9920072216E-16    1.1212992340E-13   -4.7388832318E-01
     47411    1.1575597579E-16    9.9920072216E-16    1.1206400391E-13   -4.7388832318E-01
     47412    0.0000000000E+00    1.1102230246E-15    1.1207441225E-13   -4.7388832318E-01
     47413    0.0000000000E+00    1.1102230246E-15    1.1206053446E-13   -4.7388832318E-01
     47414    0.0000000000E+00    1.1102230246E-15    1.1204925876E-13   -4.7388832318E-01
     47415    0.0000000000E+00    1.2212453271E-15    1.1201890110E-13   -4.7388832318E-01
     47416    0.0000000000E+00    1.1102230246E-15    1.1200242123E-13   -4.7388832318E-01
     47417    1.1575597579E-16    9.9920072216E-16    1.1193823646E-13   -4.7388832318E-01
     47418    1.1575597579E-16    1.1102230246E-15    1.1191828714E-13   -4.7388832318E-01
     47419    1.1575597579E-16    1.1102230246E-15    1.1191828714E-13   -4.7388832318E-01
     47420    0.0000000000E+00    1.0547118734E-15    1.1187144960E-13   -4.7388832318E-01
     47421    1.1575597579E-16    1.2212453271E-15    1.1183848986E-13   -4.7388832318E-01
     47422    0.0000000000E+00    1.4432899320E-15    1.1178558079E-13   -4.7388832318E-01
     47423    1.1575597579E-16    9.9920072216E-16    1.1179945858E-13   -4.7388832318E-01
     47424    1.1575597579E-16    1.1102230246E-15    1.1176649883E-13   -4.7388832318E-01
     47425    2.3151195158E-16    1.1102230246E-15    1.1175435577E-13   -4.7388832318E-01
     47426    1.1575597579E-16    1.2212453271E-15    1.1171792658E-13   -4.7388832318E-01
     47427    0.0000000000E+00    1.3322676296E-15    1.1167282377E-13   -4.7388832318E-01
     47428    1.1575597579E-16    1.1102230246E-15    1.1174481479E-13   -4.7388832318E-01
     47429    0.0000000000E+00    1.1102230246E-15    1.1167108904E-13   -4.7388832318E-01
     47430    2.3151195158E-16    9.9920072216E-16    1.1160777164E-13   -4.7388832318E-01
     47431    2.3151195158E-16    1.1102230246E-15    1.1159649593E-13   -4.7388832318E-01
     47432    2.3151195158E-16    1.1102230246E-15    1.1157654661E-13   -4.7388832318E-01
     47433    2.3151195158E-16    1.2212453271E-15    1.1155833202E-13   -4.7388832318E-01
     47434    2.3151195158E-16    1.1102230246E-15    1.1152363755E-13   -4.7388832318E-01
     47435    2.3151195158E-16    9.9920072216E-16    1.1148200418E-13   -4.7388832318E-01
     47436    0.0000000000E+00    1.1102230246E-15    1.1146899376E-13   -4.7388832318E-01
     47437    1.1575597579E-16    1.1102230246E-15    1.1147853474E-13   -4.7388832318E-01
     47438    1.1575597579E-16    1.2212453271E-15    1.1141955414E-13   -4.7388832318E-01
     47439    0.0000000000E+00    1.2212453271E-15    1.1141088052E-13   -4.7388832318E-01
     47440    1.1575597579E-16    1.1102230246E-15    1.1137965550E-13   -4.7388832318E-01
     47441    2.3151195158E-16    9.9920072216E-16    1.1134843048E-13   -4.7388832318E-01
     47442    1.1575597579E-16    9.9920072216E-16    1.1131720545E-13   -4.7388832318E-01
     47443    2.3151195158E-16    1.1102230246E-15    1.1130766447E-13   -4.7388832318E-01
     47444    1.1575597579E-16    1.2212453271E-15    1.1127904154E-13   -4.7388832318E-01
     47445    1.1575597579E-16    1.1102230246E-15    1.1129031724E-13   -4.7388832318E-01
     47446    0.0000000000E+00    1.1102230246E-15    1.1122613247E-13   -4.7388832318E-01
     47447    0.0000000000E+00    1.1102230246E-15    1.1122092830E-13   -4.7388832318E-01
     47448    2.3151195158E-16    9.4368957093E-16    1.1116541715E-13   -4.7388832318E-01
     47449    2.3151195158E-16    1.1102230246E-15    1.1116368243E-13   -4.7388832318E-01
     47450    3.4726792737E-16    9.9920072216E-16    1.1112985532E-13   -4.7388832318E-01
     47451    3.4726792737E-16    1.1102230246E-15    1.1109082404E-13   -4.7388832318E-01
     47452    2.3151195158E-16    1.2212453271E-15    1.1109342613E-13   -4.7388832318E-01
     47453    2.3151195158E-16    8.8817841970E-16    1.1107087472E-13   -4.7388832318E-01
     47454    1.1575597579E-16    1.1102230246E-15    1.1103964970E-13   -4.7388832318E-01
     47455    0.0000000000E+00    1.1102230246E-15    1.1100842467E-13   -4.7388832318E-01
     47456    3.4726792737E-16    1.3322676296E-15    1.1100148578E-13   -4.7388832318E-01
     47457    2.3151195158E-16    1.3322676296E-15    1.1097893438E-13   -4.7388832318E-01
     47458    0.0000000000E+00    1.2212453271E-15    1.1094684199E-13   -4.7388832318E-01
     47459    0.0000000000E+00    9.9920072216E-16    1.1090781071E-13   -4.7388832318E-01
     47460    0.0000000000E+00    1.2212453271E-15    1.1095551561E-13   -4.7388832318E-01
     47461    0.0000000000E+00    9.9920072216E-16    1.1088959612E-13   -4.7388832318E-01
     47462    0.0000000000E+00    1.1102230246E-15    1.1083495233E-13   -4.7388832318E-01
     47463    0.0000000000E+00    9.9920072216E-16    1.1081326828E-13   -4.7388832318E-01
     47464    0.0000000000E+00    9.9920072216E-16    1.1081760509E-13   -4.7388832318E-01
     47465    0.0000000000E+00    1.1102230246E-15    1.1076729811E-13   -4.7388832318E-01
     47466    1.1575597579E-16    1.3322676296E-15    1.1076296130E-13   -4.7388832318E-01
     47467    2.3151195158E-16    1.1102230246E-15    1.1073433837E-13   -4.7388832318E-01
     47468    1.1575597579E-16    1.1102230246E-15    1.1066147998E-13   -4.7388832318E-01
     47469    0.0000000000E+00    9.9920072216E-16    1.1073000156E-13   -4.7388832318E-01
     47470    2.3151195158E-16    1.1102230246E-15    1.1065801053E-13   -4.7388832318E-01
     47471    2.3151195158E-16    1.1102230246E-15    1.1065627581E-13   -4.7388832318E-01
     47472    2.3151195158E-16    1.2212453271E-15    1.1058775423E-13   -4.7388832318E-01
     47473    2.3151195158E-16    1.1102230246E-15    1.1058255006E-13   -4.7388832318E-01
     47474    2.3151195158E-16    9.9920072216E-16    1.1056520283E-13   -4.7388832318E-01
     47475    2.3151195158E-16    1.2212453271E-15    1.1051316112E-13   -4.7388832318E-01
     47476    1.1575597579E-16    1.1102230246E-15    1.1049321180E-13   -4.7388832318E-01
     47477    1.1575597579E-16    1.2212453271E-15    1.1051055904E-13   -4.7388832318E-01
     47478    1.1575597579E-16    1.2212453271E-15    1.1045418052E-13   -4.7388832318E-01
     47479    1.1575597579E-16    9.9920072216E-16    1.1042902703E-13   -4.7388832318E-01
     47480    0.0000000000E+00    1.1102230246E-15    1.1040647563E-13   -4.7388832318E-01
     47481    1.1575597579E-16    1.1102230246E-15    1.1039780201E-13   -4.7388832318E-01
     47482    2.3151195158E-16    1.1102230246E-15    1.1037264852E-13   -4.7388832318E-01
     47483    1.1575597579E-16    1.1102230246E-15    1.1034142350E-13   -4.7388832318E-01
     47484    1.1575597579E-16    1.1102230246E-15    1.1030499431E-13   -4.7388832318E-01
     47485    1.1575597579E-16    1.1102230246E-15    1.1029979013E-13   -4.7388832318E-01
     47486    0.0000000000E+00    1.2212453271E-15    1.1028938179E-13   -4.7388832318E-01
     47487    1.1575597579E-16    1.1102230246E-15    1.1025208524E-13   -4.7388832318E-01
     47488    1.1575597579E-16    1.1102230246E-15    1.1022172758E-13   -4.7388832318E-01
     47489    0.0000000000E+00    1.1102230246E-15    1.1016274698E-13   -4.7388832318E-01
     47490    0.0000000000E+00    9.9920072216E-16    1.1017749213E-13   -4.7388832318E-01
     47491    0.0000000000E+00    9.9920072216E-16    1.1016187962E-13   -4.7388832318E-01
     47492    0.0000000000E+00    1.1102230246E-15    1.1012111362E-13   -4.7388832318E-01
     47493    0.0000000000E+00    1.2212453271E-15    1.1010203166E-13   -4.7388832318E-01
     47494    0.0000000000E+00    1.1102230246E-15    1.1007948025E-13   -4.7388832318E-01
     47495    1.1575597579E-16    1.1102230246E-15    1.1005519412E-13   -4.7388832318E-01
     47496    1.1575597579E-16    9.9920072216E-16    1.1005085732E-13   -4.7388832318E-01
     47497    0.0000000000E+00    1.1102230246E-15    1.0998493782E-13   -4.7388832318E-01
     47498    2.3151195158E-16    1.1102230246E-15    1.1001616285E-13   -4.7388832318E-01
     47499    2.3151195158E-16    1.1102230246E-15    1.0994764127E-13   -4.7388832318E-01
     47500    1.1575597579E-16    1.2212453271E-15    1.0994503918E-13   -4.7388832318E-01
     47501    1.1575597579E-16    1.3322676296E-15    1.0994590655E-13   -4.7388832318E-01
     47502    2.3151195158E-16    1.1102230246E-15    1.0987304816E-13   -4.7388832318E-01
     47503    0.0000000000E+00    1.2212453271E-15    1.0983141480E-13   -4.7388832318E-01
     47504    0.0000000000E+00    1.1102230246E-15    1.0983661897E-13   -4.7388832318E-01
     47505    2.3151195158E-16    1.2212453271E-15    1.0981320020E-13   -4.7388832318E-01
     47506    1.1575597579E-16    1.2212453271E-15    1.0976202586E-13   -4.7388832318E-01
     47507    0.0000000000E+00    1.3322676296E-15    1.0980886339E-13   -4.7388832318E-01
     47508    1.1575597579E-16    1.2212453271E-15    1.0975421960E-13   -4.7388832318E-01
     47509    1.1575597579E-16    1.1102230246E-15    1.0968656539E-13   -4.7388832318E-01
     47510    1.1575597579E-16    1.1102230246E-15    1.0971432096E-13   -4.7388832318E-01
     47511    1.1575597579E-16    9.4368957093E-16    1.0967182024E-13   -4.7388832318E-01
     47512    0.0000000000E+00    1.2212453271E-15    1.0966314662E-13   -4.7388832318E-01
     47513    1.1575597579E-16    1.1102230246E-15    1.0960156394E-13   -4.7388832318E-01
     47514    0.0000000000E+00    1.0547118734E-15    1.0963105423E-13   -4.7388832318E-01
     47515    1.1575597579E-16    9.9920072216E-16    1.0954605278E-13   -4.7388832318E-01
     47516    1.1575597579E-16    9.9920072216E-16    1.0956340002E-13   -4.7388832318E-01
     47517    1.1575597579E-16    1.2212453271E-15    1.0949921525E-13   -4.7388832318E-01
     47518    1.1575597579E-16    1.3322676296E-15    1.0952089929E-13   -4.7388832318E-01
     47519    0.0000000000E+00    1.1102230246E-15    1.0948533746E-13   -4.7388832318E-01
     47520    2.3151195158E-16    1.1102230246E-15    1.0945584716E-13   -4.7388832318E-01
     47521    2.3151195158E-16    1.2212453271E-15    1.0942028533E-13   -4.7388832318E-01
     47522    2.3151195158E-16    1.1102230246E-15    1.0944890827E-13   -4.7388832318E-01
     47523    0.0000000000E+00    1.1102230246E-15    1.0942635686E-13   -4.7388832318E-01
     47524    0.0000000000E+00    1.1102230246E-15    1.0935523320E-13   -4.7388832318E-01
     47525    2.3151195158E-16    1.3322676296E-15    1.0932140609E-13   -4.7388832318E-01
     47526    1.1575597579E-16    1.2212453271E-15    1.0929018107E-13   -4.7388832318E-01
     47527    1.1575597579E-16    1.1657341759E-15    1.0928237482E-13   -4.7388832318E-01
     47528    0.0000000000E+00    1.2212453271E-15    1.0923987409E-13   -4.7388832318E-01
     47529    0.0000000000E+00    1.1102230246E-15    1.0924941507E-13   -4.7388832318E-01
     47530    2.3151195158E-16    1.2212453271E-15    1.0920344490E-13   -4.7388832318E-01
     47531    0.0000000000E+00    1.1102230246E-15    1.0917482196E-13   -4.7388832318E-01
     47532    2.3151195158E-16    1.1102230246E-15    1.0920604698E-13   -4.7388832318E-01
     47533    0.0000000000E+00    9.9920072216E-16    1.0916007681E-13   -4.7388832318E-01
     47534    0.0000000000E+00    1.1102230246E-15    1.0912624970E-13   -4.7388832318E-01
     47535    1.1575597579E-16    1.3322676296E-15    1.0908721843E-13   -4.7388832318E-01
     47536    0.0000000000E+00    9.9920072216E-16    1.0905252396E-13   -4.7388832318E-01
     47537    1.1575597579E-16    9.9920072216E-16    1.0901869685E-13   -4.7388832318E-01
     47538    0.0000000000E+00    9.9920072216E-16    1.0905686076E-13   -4.7388832318E-01
     47539    0.0000000000E+00    9.9920072216E-16    1.0901522740E-13   -4.7388832318E-01
     47540    3.4726792737E-16    1.1102230246E-15    1.0895364472E-13   -4.7388832318E-01
     47541    2.3151195158E-16    1.1102230246E-15    1.0892155233E-13   -4.7388832318E-01
     47542    1.1575597579E-16    9.9920072216E-16    1.0896405306E-13   -4.7388832318E-01
     47543    1.1575597579E-16    1.2212453271E-15    1.0890507246E-13   -4.7388832318E-01
     47544    2.3151195158E-16    1.1102230246E-15    1.0886951063E-13   -4.7388832318E-01
     47545    2.3151195158E-16    8.8817841970E-16    1.0885042867E-13   -4.7388832318E-01
     47546    0.0000000000E+00    9.9920072216E-16    1.0885303076E-13   -4.7388832318E-01
     47547    3.4726792737E-16    1.2212453271E-15    1.0878971335E-13   -4.7388832318E-01
     47548    2.3151195158E-16    1.1102230246E-15    1.0877063139E-13   -4.7388832318E-01
     47549    2.3151195158E-16    9.9920072216E-16    1.0875154943E-13   -4.7388832318E-01
     47550    2.3151195158E-16    1.1102230246E-15    1.0872813067E-13   -4.7388832318E-01
     47551    2.3151195158E-16    9.9920072216E-16    1.0871251815E-13   -4.7388832318E-01
     47552    0.0000000000E+00    9.9920072216E-16    1.0872552858E-13   -4.7388832318E-01
     47553    2.3151195158E-16    1.1102230246E-15    1.0868996675E-13   -4.7388832318E-01
     47554    1.1575597579E-16    1.2212453271E-15    1.0866394590E-13   -4.7388832318E-01
     47555    2.3151195158E-16    9.9920072216E-16    1.0857894445E-13   -4.7388832318E-01
     47556    1.1575597579E-16    1.1102230246E-15    1.0860323058E-13   -4.7388832318E-01
     47557    1.1575597579E-16    9.9920072216E-16    1.0855812776E-13   -4.7388832318E-01
     47558    1.1575597579E-16    1.2212453271E-15    1.0852343330E-13   -4.7388832318E-01
     47559    1.1575597579E-16    1.1102230246E-15    1.0856680138E-13   -4.7388832318E-01
     47560    0.0000000000E+00    1.1102230246E-15    1.0848440202E-13   -4.7388832318E-01
