 istep =  100001
     ik     ic     iv              Real              Imag               Abs
   5765      1      1  -1.002964087E-01  -1.567615977E-02   1.015140955E-01
   5766      1      1  -9.283466775E-02  -1.553118784E-02   9.412488158E-02
   5767      1      1  -8.563364386E-02  -1.524553395E-02   8.698015444E-02
   5768      1      1  -7.824818789E-02  -1.610836529E-02   7.988903768E-02
   5769      1      1  -7.228489130E-02  -1.616189569E-02   7.406964548E-02
   5770      1      1  -7.023450356E-02  -1.880217104E-02   7.270768271E-02
   5771      1      1  -6.783987926E-02  -2.325183773E-02   7.171399568E-02
   5772      1      1   4.641122652E-03   3.802440036E-04   4.656673165E-03
   5773      1      1  -9.678293896E-05   1.279575887E-02   1.279612488E-02
   5774      1      1  -7.337668396E-05   1.402620405E-02   1.402639598E-02
   5775      1      1  -2.264083527E-02   1.381232468E-02   2.652145801E-02
   5776      1      1  -3.413002260E-02   1.489552164E-02   3.723889106E-02
   5777      1      1  -5.850785248E-02   1.284855314E-02   5.990203769E-02
   5778      1      1  -6.095500505E-02   1.523167087E-02   6.282926418E-02
   5779      1      1  -6.598189003E-02   1.747579359E-02   6.825696429E-02
   5780      1      1  -7.253704776E-02   2.137681325E-02   7.562136895E-02
   5781      1      1  -7.781706637E-02   2.714761405E-02   8.241655639E-02
   5782      1      1  -6.858150206E-02   4.253949132E-02   8.070335028E-02
   5783      1      1  -4.577120165E-03   7.515596135E-02   7.529520938E-02
   5784      1      1   1.127069073E-01   5.787356286E-02   1.266972622E-01
   5785      1      1   1.311152722E-01   4.588816293E-02   1.389134194E-01
   5786      1      1   1.390813524E-01   3.382400413E-02   1.431352012E-01
   5787      1      1   1.436821649E-01   2.724592104E-02   1.462426228E-01
   5788      1      1   1.480657052E-01   2.197234568E-02   1.496871305E-01
   5789      1      1   1.508829763E-01   1.992316842E-02   1.521926581E-01
   5790      1      1   1.524387562E-01   1.800826076E-02   1.534987682E-01
   5791      1      1   1.524410978E-01   1.746667999E-02   1.534384997E-01
   5792      1      1   1.509258695E-01   1.716096821E-02   1.518983769E-01
   5793      1      1   1.473794325E-01   1.645913521E-02   1.482956515E-01
   5794      1      1   1.417930019E-01   1.607130176E-02   1.427008834E-01
   5795      1      1   1.347018806E-01   1.525262468E-02   1.355626762E-01
   5796      1      1   1.261642025E-01   1.431286020E-02   1.269734774E-01
   5797      1      1   1.162941428E-01   1.352417813E-02   1.170778845E-01
   5798      1      1   1.057143118E-01   1.248381887E-02   1.064488678E-01
   5799      1      1   9.495782887E-02   1.100230438E-02   9.559309581E-02
   5800      1      1   8.419369114E-02   1.007483327E-02   8.479433881E-02
   5801      1      1   7.402334666E-02   8.680770963E-03   7.453060871E-02
   5802      1      1   6.466230619E-02   7.375951665E-03   6.508162955E-02
   5803      1      1   5.611837632E-02   6.573903704E-03   5.650210943E-02
   5804      1      1   4.870767289E-02   5.675642657E-03   4.903723400E-02
   5805      1      1   4.227830004E-02   4.944665099E-03   4.256646999E-02
   5806      1      1   3.678523166E-02   4.256798682E-03   3.703071162E-02
   5807      1      1   3.209643173E-02   3.664030554E-03   3.230489204E-02
   5808      1      1   2.808202593E-02   3.380548521E-03   2.828477132E-02
   5809      1      1   2.469319143E-02   2.991586610E-03   2.487374708E-02
   5810      1      1   2.182290907E-02   2.598958759E-03   2.197712327E-02
   5811      1      1   1.936042347E-02   2.273813849E-03   1.949349190E-02
   5812      1      1   1.721568642E-02   2.076005905E-03   1.734040540E-02
   5813      1      1   1.558640102E-02   1.876461688E-03   1.569894918E-02
   5814      1      1   1.418641163E-02   1.752312242E-03   1.429422517E-02
   5815      1      1   1.295821510E-02   1.606745212E-03   1.305744878E-02
   5816      1      1   1.184647667E-02   1.568518338E-03   1.194986440E-02
   5817      1      1   1.087156897E-02   1.246867332E-03   1.094283738E-02
   5818      1      1   9.934982559E-03   1.070512192E-03   9.992490921E-03
   5819      1      1   9.015009942E-03   9.609239855E-04   9.066078489E-03
   5820      1      1   8.050260865E-03   9.193838977E-04   8.102590126E-03
   5821      1      1   8.110933742E-03  -2.797798419E-04   8.115757693E-03
   5822      1      1   9.107177054E-03  -4.582147081E-04   9.118696980E-03
   5823      1      1   1.007931700E-02  -4.802064355E-04   1.009074970E-02
   5824      1      1   1.107587368E-02  -6.975711975E-04   1.109781886E-02
   5825      1      1   1.213065547E-02  -1.061299604E-03   1.217699302E-02
   5826      1      1   1.335279889E-02  -7.927000166E-04   1.337630784E-02
   5827      1      1   1.469767531E-02  -7.873107993E-04   1.471874716E-02
   5828      1      1   1.624485707E-02  -5.090674496E-04   1.625283148E-02
   5829      1      1   1.801256220E-02  -5.254185868E-04   1.802022368E-02
   5830      1      1   2.031960468E-02  -5.439849689E-04   2.032688500E-02
   5831      1      1   2.297115161E-02  -4.970384802E-04   2.297652832E-02
   5832      1      1   2.602448646E-02  -3.400784872E-04   2.602670837E-02
   5833      1      1   2.954456869E-02  -1.033363700E-04   2.954474940E-02
   5834      1      1   3.358255753E-02   4.802836707E-05   3.358259188E-02
   5835      1      1   3.825531389E-02   1.432368407E-04   3.825558204E-02
   5836      1      1   4.360703257E-02   6.792633172E-05   4.360708548E-02
   5837      1      1   4.973026549E-02   4.113861998E-05   4.973028250E-02
   5838      1      1   5.672843089E-02   1.861789589E-04   5.672873640E-02
   5839      1      1   6.452438374E-02   1.952271960E-04   6.452467908E-02
   5840      1      1   7.323442540E-02   2.023983713E-04   7.323470508E-02
   5841      1      1   8.270520405E-02   5.816414150E-04   8.270724928E-02
   5842      1      1   9.276075249E-02   1.021060530E-03   9.276637196E-02
   5843      1      1   1.030041243E-01   1.027557708E-03   1.030092496E-01
   5844      1      1   1.131937330E-01   1.176884982E-03   1.131998509E-01
   5845      1      1   1.230150185E-01   1.475404229E-03   1.230238660E-01
   5846      1      1   1.319048946E-01   1.298293798E-03   1.319112838E-01
   5847      1      1   1.397675865E-01   1.474183498E-03   1.397753607E-01
   5848      1      1   1.462235937E-01   1.443947224E-03   1.462307230E-01
   5849      1      1   1.508860753E-01   7.752307244E-04   1.508880668E-01
   5850      1      1   1.531777705E-01  -2.313295542E-04   1.531779452E-01
   5851      1      1   1.535129277E-01  -2.378205419E-03   1.535313480E-01
   5852      1      1   1.505199346E-01  -8.137406212E-03   1.507397362E-01
   5853      1      1   1.357389641E-01  -2.818035261E-02   1.386333245E-01
   5854      1      1  -5.359678350E-02  -9.051172985E-02   1.051902488E-01
   5855      1      1  -1.402222118E-01  -4.063972951E-02   1.459926584E-01
   5856      1      1  -1.398300733E-01  -2.552842398E-02   1.421413024E-01
   5857      1      1  -1.343789935E-01  -2.229913653E-02   1.362166120E-01
   5858      1      1  -1.276498669E-01  -2.090378929E-02   1.293501331E-01
   5859      1      1  -1.204379798E-01  -1.920959672E-02   1.219603033E-01
   5860      1      1  -1.124019372E-01  -1.759383037E-02   1.137705514E-01
   5861      1      1  -1.040421913E-01  -1.631961458E-02   1.053143266E-01
   5862      1      1  -9.553372979E-02  -1.548290892E-02   9.678023556E-02
   5863      1      1  -8.820409298E-02  -1.497774427E-02   8.946672477E-02
   5864      1      1  -8.055923420E-02  -1.448870285E-02   8.185177289E-02
   5865      1      1  -7.338938722E-02  -1.557695532E-02   7.502428736E-02
   5866      1      1  -6.704118669E-02  -1.660304564E-02   6.906650300E-02
   5867      1      1  -6.226583607E-02  -1.628620707E-02   6.436050716E-02
   5868      1      1  -6.404643409E-02  -2.514231179E-02   6.880466236E-02
   5869      1      1  -1.759441483E-02  -1.281816829E-03   1.764104554E-02
   5870      1      1   3.573729643E-03   1.142513915E-02   1.197102118E-02
   5871      1      1  -9.693826184E-03   1.382315169E-02   1.688341757E-02
   5872      1      1  -2.446300233E-02   1.413294412E-02   2.825205466E-02
   5873      1      1  -3.708538918E-02   1.420402748E-02   3.971247269E-02
   5874      1      1  -5.626898011E-02   1.247979795E-02   5.763630349E-02
   5875      1      1  -6.595922214E-02   1.282373935E-02   6.719425032E-02
   5876      1      1  -6.833097477E-02   1.592913534E-02   7.016309190E-02
   5877      1      1  -7.703405896E-02   1.815423613E-02   7.914431458E-02
   5878      1      1  -8.413892599E-02   2.278403219E-02   8.716920896E-02
   5879      1      1  -8.772275847E-02   3.345500011E-02   9.388567189E-02
   5880      1      1   7.891292184E-03   7.170132954E-02   7.213427168E-02
   5881      1      1   1.101597486E-01   5.558743740E-02   1.233901674E-01
   5882      1      1   1.260398923E-01   5.270912699E-02   1.366173727E-01
   5883      1      1   1.372847006E-01   3.606025834E-02   1.419416474E-01
   5884      1      1   1.429244516E-01   2.726583830E-02   1.455019753E-01
   5885      1      1   1.475925979E-01   2.173766172E-02   1.491847878E-01
   5886      1      1   1.507254253E-01   1.949225140E-02   1.519805965E-01
   5887      1      1   1.524841678E-01   1.793743151E-02   1.535355753E-01
   5888      1      1   1.520734218E-01   1.722249684E-02   1.530455488E-01
   5889      1      1   1.503624351E-01   1.679009989E-02   1.512969575E-01
   5890      1      1   1.460776517E-01   1.599831039E-02   1.469511016E-01
   5891      1      1   1.401066514E-01   1.555772894E-02   1.409677860E-01
   5892      1      1   1.327306552E-01   1.453938999E-02   1.335246070E-01
   5893      1      1   1.236158201E-01   1.385715811E-02   1.243900793E-01
   5894      1      1   1.132976334E-01   1.312691968E-02   1.140555556E-01
   5895      1      1   1.025371379E-01   1.181180800E-02   1.032152288E-01
   5896      1      1   9.148683899E-02   1.083074558E-02   9.212571171E-02
   5897      1      1   8.079967653E-02   9.567982400E-03   8.136420598E-02
   5898      1      1   7.067561068E-02   8.535025061E-03   7.118910448E-02
   5899      1      1   6.150036053E-02   7.164089558E-03   6.191622182E-02
   5900      1      1   5.339743678E-02   6.238607006E-03   5.376064054E-02
   5901      1      1   4.628651216E-02   5.372717757E-03   4.659728859E-02
   5902      1      1   4.017293314E-02   4.620896906E-03   4.043781949E-02
   5903      1      1   3.495270914E-02   4.044991358E-03   3.518598913E-02
   5904      1      1   3.051786755E-02   3.470368543E-03   3.071455189E-02
   5905      1      1   2.674606032E-02   3.137966366E-03   2.692951123E-02
   5906      1      1   2.354857486E-02   2.853776021E-03   2.372086456E-02
   5907      1      1   2.084446389E-02   2.475872413E-03   2.099098899E-02
   5908      1      1   1.852738202E-02   2.149773638E-03   1.865168655E-02
   5909      1      1   1.650315360E-02   1.966330072E-03   1.661988366E-02
   5910      1      1   1.499178454E-02   1.827311686E-03   1.510273723E-02
   5911      1      1   1.368769952E-02   1.622042481E-03   1.378347343E-02
   5912      1      1   1.253378348E-02   1.494586965E-03   1.262257971E-02
   5913      1      1   1.148984639E-02   1.426640876E-03   1.157807731E-02
   5914      1      1   1.055418672E-02   1.199246431E-03   1.062210192E-02
   5915      1      1   9.665831446E-03   1.017552716E-03   9.719244367E-03
   5916      1      1   8.788988088E-03   9.337907195E-04   8.838454430E-03
   5917      1      1   7.861835235E-03   9.275224470E-04   7.916359716E-03
   5918      1      1   7.928006233E-03  -3.249077581E-04   7.934661170E-03
   5919      1      1   8.878288140E-03  -3.995452390E-04   8.887273861E-03
   5920      1      1   9.800535190E-03  -3.871845271E-04   9.808180355E-03
   5921      1      1   1.073938528E-02  -6.730716358E-04   1.076045639E-02
   5922      1      1   1.174714306E-02  -8.861049305E-04   1.178051578E-02
   5923      1      1   1.287542141E-02  -8.168472976E-04   1.290130675E-02
   5924      1      1   1.414558105E-02  -6.486257883E-04   1.416044416E-02
   5925      1      1   1.559186218E-02  -5.406264819E-04   1.560123211E-02
   5926      1      1   1.727100637E-02  -5.420369097E-04   1.727950997E-02
   5927      1      1   1.945121474E-02  -5.823956499E-04   1.945993164E-02
   5928      1      1   2.194877938E-02  -6.083136079E-04   2.195720751E-02
   5929      1      1   2.482975094E-02  -2.941478569E-04   2.483149321E-02
   5930      1      1   2.815016708E-02  -1.233496951E-04   2.815043732E-02
   5931      1      1   3.199513506E-02   1.111379097E-04   3.199532809E-02
   5932      1      1   3.642762878E-02   9.845177121E-05   3.642776182E-02
   5933      1      1   4.154420075E-02   3.555321187E-05   4.154421596E-02
   5934      1      1   4.743536747E-02   7.831204929E-05   4.743543211E-02
   5935      1      1   5.417827520E-02   1.606392206E-04   5.417851335E-02
   5936      1      1   6.170618740E-02   1.590830989E-04   6.170639246E-02
   5937      1      1   7.027534813E-02   2.914487101E-04   7.027595248E-02
   5938      1      1   7.967644374E-02   6.533448920E-04   7.967912240E-02
   5939      1      1   8.972572941E-02   1.004731829E-03   8.973135464E-02
   5940      1      1   1.001442312E-01   1.251356000E-03   1.001520490E-01
   5941      1      1   1.105247807E-01   1.221610443E-03   1.105315316E-01
   5942      1      1   1.206371086E-01   1.345768814E-03   1.206446147E-01
   5943      1      1   1.299902684E-01   1.540864298E-03   1.299994006E-01
   5944      1      1   1.381649193E-01   1.638440686E-03   1.381746337E-01
   5945      1      1   1.451161509E-01   1.701319925E-03   1.451261235E-01
   5946      1      1   1.503064356E-01   1.105985387E-03   1.503105046E-01
   5947      1      1   1.527122411E-01   6.954145012E-05   1.527122570E-01
   5948      1      1   1.531994144E-01  -2.350364764E-03   1.532174428E-01
   5949      1      1   1.511284682E-01  -7.193224590E-03   1.512995585E-01
   5950      1      1   1.363449377E-01  -3.163011663E-02   1.399657326E-01
   5951      1      1  -1.113242835E-01  -7.377045149E-02   1.335484018E-01
   5952      1      1  -1.393720586E-01  -3.780508136E-02   1.444084309E-01
   5953      1      1  -1.376800940E-01  -2.334040428E-02   1.396444870E-01
   5954      1      1  -1.316316174E-01  -2.115168718E-02   1.333202032E-01
   5955      1      1  -1.245971661E-01  -1.937692776E-02   1.260948814E-01
   5956      1      1  -1.165340187E-01  -1.873624738E-02   1.180306083E-01
   5957      1      1  -1.081568165E-01  -1.731795487E-02   1.095345083E-01
   5958      1      1  -9.955064360E-02  -1.616326345E-02   1.008542598E-01
   5959      1      1  -9.092509394E-02  -1.585579899E-02   9.229723219E-02
   5960      1      1  -8.344958072E-02  -1.521285131E-02   8.482489827E-02
   5961      1      1  -7.561443327E-02  -1.479943473E-02   7.704911283E-02
   5962      1      1  -6.875665147E-02  -1.478886182E-02   7.032913732E-02
   5963      1      1  -6.236988628E-02  -1.545473436E-02   6.425614000E-02
   5964      1      1  -5.944212842E-02  -1.928643794E-02   6.249266613E-02
   5965      1      1  -5.773156748E-02  -2.199484162E-02   6.177950260E-02
   5966      1      1  -1.863063260E-02  -1.235491761E-03   1.867155353E-02
   5967      1      1  -1.059468226E-02   1.311235704E-02   1.685767479E-02
   5968      1      1  -1.540409764E-02   1.572923732E-02   2.201579275E-02
   5969      1      1  -2.536076790E-02   1.475055631E-02   2.933849792E-02
   5970      1      1  -4.347062461E-02   1.296672289E-02   4.536332336E-02
   5971      1      1  -5.297061130E-02   1.238230612E-02   5.439859526E-02
   5972      1      1  -6.716094109E-02   1.109068356E-02   6.807051689E-02
   5973      1      1  -6.981673861E-02   1.390414959E-02   7.118779646E-02
   5974      1      1  -7.351568490E-02   1.786503892E-02   7.565524134E-02
   5975      1      1  -8.185620582E-02   2.164769213E-02   8.467030770E-02
   5976      1      1  -8.283227378E-02   3.228427926E-02   8.890140756E-02
   5977      1      1  -1.939869213E-02   6.528963493E-02   6.811054020E-02
   5978      1      1   7.435603608E-02   7.825904110E-02   1.079504406E-01
   5979      1      1   1.221829377E-01   5.504331694E-02   1.340090930E-01
   5980      1      1   1.359269297E-01   3.652005363E-02   1.407474495E-01
   5981      1      1   1.427696309E-01   2.671126094E-02   1.452468897E-01
   5982      1      1   1.472322588E-01   2.172333093E-02   1.488262112E-01
   5983      1      1   1.504565081E-01   1.896532959E-02   1.516471053E-01
   5984      1      1   1.518632917E-01   1.774542777E-02   1.528965649E-01
   5985      1      1   1.515617574E-01   1.697883530E-02   1.525098265E-01
   5986      1      1   1.492596083E-01   1.639848187E-02   1.501577200E-01
   5987      1      1   1.446723690E-01   1.580717955E-02   1.455333682E-01
   5988      1      1   1.383245768E-01   1.523228209E-02   1.391607379E-01
   5989      1      1   1.304148815E-01   1.428814771E-02   1.311952456E-01
   5990      1      1   1.209965413E-01   1.337708673E-02   1.217337647E-01
   5991      1      1   1.105867157E-01   1.208248317E-02   1.112448115E-01
   5992      1      1   9.946975203E-02   1.113537709E-02   1.000910995E-01
   5993      1      1   8.830956304E-02   1.011953792E-02   8.888747928E-02
   5994      1      1   7.765287224E-02   8.841264312E-03   7.815456815E-02
   5995      1      1   6.764148739E-02   7.981516722E-03   6.811075852E-02
   5996      1      1   5.863559306E-02   6.960349556E-03   5.904726276E-02
   5997      1      1   5.080250628E-02   5.928942742E-03   5.114730693E-02
   5998      1      1   4.399880647E-02   5.111095806E-03   4.429467543E-02
   5999      1      1   3.815548062E-02   4.413231770E-03   3.840985962E-02
   6000      1      1   3.319793762E-02   3.900301065E-03   3.342626827E-02
   6001      1      1   2.901649105E-02   3.380209032E-03   2.921271240E-02
   6002      1      1   2.546291172E-02   3.069680558E-03   2.564727689E-02
   6003      1      1   2.246247017E-02   2.715281695E-03   2.262598773E-02
   6004      1      1   1.991759393E-02   2.299808107E-03   2.004992931E-02
   6005      1      1   1.772446176E-02   2.061894221E-03   1.784398925E-02
   6006      1      1   1.590086605E-02   1.904641028E-03   1.601453086E-02
   6007      1      1   1.449449627E-02   1.698486527E-03   1.459367256E-02
   6008      1      1   1.325574005E-02   1.623697979E-03   1.335481334E-02
   6009      1      1   1.217021440E-02   1.486302074E-03   1.226063671E-02
   6010      1      1   1.119105440E-02   1.366900130E-03   1.127422346E-02
   6011      1      1   1.030496205E-02   1.153496461E-03   1.036931998E-02
   6012      1      1   9.461082449E-03   9.884322381E-04   9.512574804E-03
   6013      1      1   8.623659646E-03   9.362398211E-04   8.674332867E-03
   6014      1      1   7.740263359E-03   9.160949067E-04   7.794286801E-03
   6015      1      1   7.746104221E-03  -2.434275903E-04   7.749928232E-03
   6016      1      1   8.649218750E-03  -2.788745293E-04   8.653713421E-03
   6017      1      1   9.519190123E-03  -3.387188767E-04   9.525214490E-03
   6018      1      1   1.041570291E-02  -4.700957017E-04   1.042630601E-02
   6019      1      1   1.136521252E-02  -6.575595042E-04   1.138421891E-02
   6020      1      1   1.242322205E-02  -6.325727654E-04   1.243931648E-02
   6021      1      1   1.361478993E-02  -5.038119961E-04   1.362410846E-02
   6022      1      1   1.498681295E-02  -4.765301794E-04   1.499438707E-02
   6023      1      1   1.656386914E-02  -4.582499135E-04   1.657020681E-02
   6024      1      1   1.862213733E-02  -4.711758115E-04   1.862809721E-02
   6025      1      1   2.098167214E-02  -3.773932247E-04   2.098506591E-02
   6026      1      1   2.370240656E-02  -2.803331076E-04   2.370406428E-02
   6027      1      1   2.683525389E-02  -2.590776441E-04   2.683650448E-02
   6028      1      1   3.048220438E-02   6.022359562E-05   3.048226387E-02
   6029      1      1   3.469988176E-02   1.173499840E-04   3.470008019E-02
   6030      1      1   3.958258563E-02   2.200987860E-05   3.958259175E-02
   6031      1      1   4.523976690E-02  -2.794695654E-05   4.523977554E-02
   6032      1      1   5.168592906E-02   1.298697222E-04   5.168609222E-02
   6033      1      1   5.903662339E-02   2.870298197E-04   5.903732114E-02
   6034      1      1   6.744065104E-02   4.925351660E-04   6.744244957E-02
   6035      1      1   7.673462368E-02   7.133890124E-04   7.673793974E-02
   6036      1      1   8.674893172E-02   9.629533367E-04   8.675427617E-02
   6037      1      1   9.726808180E-02   1.063525333E-03   9.727389590E-02
   6038      1      1   1.078646637E-01   1.175736199E-03   1.078710714E-01
   6039      1      1   1.182569565E-01   1.445255408E-03   1.182657876E-01
   6040      1      1   1.280494463E-01   1.842705713E-03   1.280627044E-01
   6041      1      1   1.366336974E-01   1.860827800E-03   1.366463682E-01
   6042      1      1   1.437991474E-01   1.825138741E-03   1.438107295E-01
   6043      1      1   1.496123516E-01   1.686751078E-03   1.496218596E-01
   6044      1      1   1.521547664E-01   1.847498723E-04   1.521548785E-01
   6045      1      1   1.528952154E-01  -2.082984340E-03   1.529094037E-01
   6046      1      1   1.505383278E-01  -8.255547671E-03   1.507645257E-01
   6047      1      1   1.393942594E-01  -2.989420168E-02   1.425637501E-01
   6048      1      1  -1.186396618E-01  -6.818307587E-02   1.368367684E-01
   6049      1      1  -1.391608653E-01  -3.078310014E-02   1.425248950E-01
   6050      1      1  -1.349737881E-01  -2.377071153E-02   1.370509766E-01
   6051      1      1  -1.287042275E-01  -2.081320439E-02   1.303762541E-01
   6052      1      1  -1.213930838E-01  -1.855257314E-02   1.228026008E-01
   6053      1      1  -1.127600782E-01  -1.827424331E-02   1.142312707E-01
   6054      1      1  -1.039033319E-01  -1.700159536E-02   1.052851206E-01
   6055      1      1  -9.499593101E-02  -1.635811624E-02   9.639406037E-02
   6056      1      1  -8.688140086E-02  -1.628583353E-02   8.839460498E-02
   6057      1      1  -7.895776106E-02  -1.542907270E-02   8.045112998E-02
   6058      1      1  -7.103755284E-02  -1.490698895E-02   7.258479340E-02
   6059      1      1  -6.444286725E-02  -1.517828887E-02   6.620622019E-02
   6060      1      1  -5.879592594E-02  -1.589692125E-02   6.090708508E-02
   6061      1      1  -5.523271548E-02  -1.991076229E-02   5.871193503E-02
   6062      1      1  -5.274999989E-02  -2.213369766E-02   5.720544608E-02
   6063      1      1  -4.563442775E-02  -9.573302315E-03   4.662777191E-02
   6064      1      1  -1.125894930E-02   1.396392343E-02   1.793753319E-02
   6065      1      1  -2.181875194E-02   1.563979757E-02   2.684513372E-02
   6066      1      1  -3.370962417E-02   1.522281580E-02   3.698746926E-02
   6067      1      1  -4.247064330E-02   1.217913248E-02   4.418242649E-02
   6068      1      1  -5.200089588E-02   1.184443101E-02   5.333276402E-02
   6069      1      1  -6.447577791E-02   1.085693869E-02   6.538347692E-02
   6070      1      1  -6.950797040E-02   1.272553478E-02   7.066326616E-02
   6071      1      1  -7.037536858E-02   1.671973751E-02   7.233423896E-02
   6072      1      1  -8.286855585E-02   1.932981934E-02   8.509312231E-02
   6073      1      1  -8.537627867E-02   2.908213656E-02   9.019356754E-02
   6074      1      1  -7.598075645E-02   4.690362101E-02   8.929179702E-02
   6075      1      1   6.125286243E-02   7.746787698E-02   9.875821545E-02
   6076      1      1   1.151187580E-01   6.195678903E-02   1.307324449E-01
   6077      1      1   1.325403111E-01   4.179503651E-02   1.389739513E-01
   6078      1      1   1.413748054E-01   2.629761393E-02   1.437998612E-01
   6079      1      1   1.462786805E-01   2.116287937E-02   1.478016232E-01
   6080      1      1   1.497067391E-01   1.872300422E-02   1.508729884E-01
   6081      1      1   1.512464476E-01   1.738598867E-02   1.522424399E-01
   6082      1      1   1.507666020E-01   1.670804619E-02   1.516895748E-01
   6083      1      1   1.484566221E-01   1.588604551E-02   1.493041697E-01
   6084      1      1   1.430938498E-01   1.556165296E-02   1.439375381E-01
   6085      1      1   1.364582030E-01   1.509834556E-02   1.372909364E-01
   6086      1      1   1.281165608E-01   1.414247828E-02   1.288947743E-01
   6087      1      1   1.185170066E-01   1.284015102E-02   1.192105294E-01
   6088      1      1   1.077104492E-01   1.157540730E-02   1.083306555E-01
   6089      1      1   9.643258937E-02   1.047941945E-02   9.700032229E-02
   6090      1      1   8.523663335E-02   9.455474823E-03   8.575948734E-02
   6091      1      1   7.449718051E-02   8.734050171E-03   7.500742321E-02
   6092      1      1   6.475206465E-02   7.438722839E-03   6.517794469E-02
   6093      1      1   5.590110674E-02   6.686991942E-03   5.629964117E-02
   6094      1      1   4.834740758E-02   5.615532616E-03   4.867243600E-02
   6095      1      1   4.184390607E-02   4.692770362E-03   4.210622958E-02
   6096      1      1   3.625360180E-02   4.214227876E-03   3.649771719E-02
   6097      1      1   3.156279730E-02   3.643948211E-03   3.177244926E-02
   6098      1      1   2.760440222E-02   3.230485668E-03   2.779278790E-02
   6099      1      1   2.424690047E-02   2.944512877E-03   2.442503508E-02
   6100      1      1   2.140895965E-02   2.652015663E-03   2.157259234E-02
   6101      1      1   1.901991191E-02   2.246643557E-03   1.915213973E-02
   6102      1      1   1.704335727E-02   1.961282665E-03   1.715583448E-02
   6103      1      1   1.532570959E-02   1.804282531E-03   1.543155242E-02
   6104      1      1   1.400074553E-02   1.658170069E-03   1.409859580E-02
   6105      1      1   1.284274753E-02   1.553815031E-03   1.293640233E-02
   6106      1      1   1.181321934E-02   1.486979286E-03   1.190643770E-02
   6107      1      1   1.089394206E-02   1.329805714E-03   1.097480555E-02
   6108      1      1   1.005605950E-02   1.114170986E-03   1.011759406E-02
   6109      1      1   9.254980168E-03   9.843190398E-04   9.307176902E-03
   6110      1      1   8.457300510E-03   9.253169175E-04   8.507769585E-03
   6111      1      1   7.620337803E-03   8.572312057E-04   7.668402283E-03
   6112      1      1   7.564323491E-03  -2.309662269E-04   7.567848788E-03
   6113      1      1   8.422334464E-03  -2.201547501E-04   8.425211329E-03
   6114      1      1   9.247176930E-03  -2.878388711E-04   9.251655657E-03
   6115      1      1   1.009393233E-02  -4.441235586E-04   1.010369812E-02
   6116      1      1   1.100344472E-02  -4.074887672E-04   1.101098737E-02
   6117      1      1   1.198032970E-02  -6.265469613E-04   1.199670208E-02
   6118      1      1   1.312619508E-02  -4.524965831E-04   1.313399218E-02
   6119      1      1   1.441347473E-02  -4.176886811E-04   1.441952557E-02
   6120      1      1   1.588960881E-02  -4.758613891E-04   1.589673275E-02
   6121      1      1   1.783615410E-02  -4.259003300E-04   1.784123830E-02
   6122      1      1   2.007099285E-02  -2.443065446E-04   2.007247966E-02
   6123      1      1   2.263066971E-02  -2.894485573E-04   2.263252067E-02
   6124      1      1   2.560615022E-02  -1.314639001E-04   2.560648769E-02
   6125      1      1   2.904981928E-02   8.947190172E-05   2.904995707E-02
   6126      1      1   3.306891036E-02   1.353830707E-04   3.306918748E-02
   6127      1      1   3.774223233E-02   9.960725568E-05   3.774236377E-02
   6128      1      1   4.309985623E-02   1.660640732E-04   4.310017615E-02
   6129      1      1   4.933652884E-02   2.846488813E-04   4.933734998E-02
   6130      1      1   5.645499837E-02   2.670509502E-04   5.645562999E-02
   6131      1      1   6.470492260E-02   5.564247169E-04   6.470731502E-02
   6132      1      1   7.388569157E-02   7.463553875E-04   7.388946113E-02
   6133      1      1   8.388541125E-02   1.061236643E-03   8.389212385E-02
   6134      1      1   9.448484219E-02   1.288286896E-03   9.449362459E-02
   6135      1      1   1.052730688E-01   1.257642406E-03   1.052805807E-01
   6136      1      1   1.158534247E-01   1.356274291E-03   1.158613632E-01
   6137      1      1   1.259773281E-01   1.891865388E-03   1.259915329E-01
   6138      1      1   1.349806234E-01   1.916956725E-03   1.349942348E-01
   6139      1      1   1.426077112E-01   2.074638118E-03   1.426228012E-01
   6140      1      1   1.486666157E-01   1.915000230E-03   1.486789489E-01
   6141      1      1   1.513814365E-01   3.471067945E-04   1.513818344E-01
   6142      1      1   1.523883932E-01  -2.175706354E-03   1.524039241E-01
   6143      1      1   1.505641098E-01  -7.908193771E-03   1.507716508E-01
   6144      1      1   1.349160034E-01  -3.881350185E-02   1.403880903E-01
   6145      1      1  -1.252298233E-01  -5.969981884E-02   1.387320332E-01
   6146      1      1  -1.368877277E-01  -3.007268678E-02   1.401521191E-01
   6147      1      1  -1.320519451E-01  -2.436297851E-02   1.342805679E-01
   6148      1      1  -1.252475839E-01  -2.095329958E-02   1.269881807E-01
   6149      1      1  -1.174212082E-01  -1.901161976E-02   1.189503334E-01
   6150      1      1  -1.088142096E-01  -1.823441161E-02   1.103314370E-01
   6151      1      1  -9.970712926E-02  -1.755166459E-02   1.012401726E-01
   6152      1      1  -9.071430105E-02  -1.705716256E-02   9.230401513E-02
   6153      1      1  -8.220735711E-02  -1.672334635E-02   8.389111917E-02
   6154      1      1  -7.442707767E-02  -1.603541336E-02   7.613490903E-02
   6155      1      1  -6.722281712E-02  -1.618431118E-02   6.914361192E-02
   6156      1      1  -6.015628602E-02  -1.553974011E-02   6.213100893E-02
