 istep =  100001
     ik     ic     iv              Real              Imag               Abs
   5877      1      2  -1.861689491E-03   6.878561056E-02   6.881079936E-02
   5878      1      2  -3.029247855E-03   7.134192292E-02   7.140620638E-02
   5879      1      2  -6.137324448E-03   7.544248941E-02   7.569171658E-02
   5880      1      2  -3.744585374E-02   9.853555200E-02   1.054108484E-01
   5881      1      2  -3.953873045E-02   3.614936274E-02   5.357319882E-02
   5882      1      2  -3.411513917E-02   1.240988587E-05   3.411514142E-02
   5883      1      2  -2.794429866E-02  -2.298727699E-02   3.618423318E-02
   5884      1      2  -2.505879630E-02  -3.351894522E-02   4.185048340E-02
   5885      1      2  -2.370913295E-02  -3.637446867E-02   4.341917729E-02
   5886      1      2  -2.245301425E-02  -3.720644936E-02   4.345638875E-02
   5887      1      2  -2.270000039E-02  -3.534295837E-02   4.200493690E-02
   5888      1      2  -2.347727995E-02  -3.442103573E-02   4.166521780E-02
   5889      1      2  -2.309053305E-02  -3.232219330E-02   3.972275036E-02
   5890      1      2  -2.218438823E-02  -2.937033438E-02   3.680711375E-02
   5891      1      2  -2.163318575E-02  -2.559111434E-02   3.350969798E-02
   5892      1      2  -2.041034535E-02  -2.110828419E-02   2.936225228E-02
   5893      1      2  -1.965124067E-02  -1.753480982E-02   2.633706163E-02
   5894      1      2  -1.842552718E-02  -1.522994869E-02   2.390504944E-02
   5895      1      2  -1.676184923E-02  -1.250367877E-02   2.091175679E-02
   5896      1      2  -1.510939697E-02  -1.060427075E-02   1.845926420E-02
   5897      1      2  -1.340782670E-02  -8.580967993E-03   1.591863149E-02
   5898      1      2  -1.201857808E-02  -6.779896702E-03   1.379902962E-02
   5899      1      2  -1.064019761E-02  -4.937302632E-03   1.172990889E-02
   5900      1      2  -9.205265304E-03  -3.602777581E-03   9.885186676E-03
   5901      1      2  -8.098383597E-03  -2.632080918E-03   8.515378256E-03
   5902      1      2  -7.047884732E-03  -1.939597730E-03   7.309905509E-03
   5903      1      2  -6.120713400E-03  -1.449279505E-03   6.289955772E-03
   5904      1      2  -5.424755117E-03  -1.051542706E-03   5.525731638E-03
   5905      1      2  -4.793618559E-03  -8.606604307E-04   4.870268501E-03
   5906      1      2  -4.244947083E-03  -6.734529581E-04   4.298036136E-03
   5907      1      2  -3.752939288E-03  -4.761997030E-04   3.783030459E-03
   5908      1      2  -3.316819065E-03  -3.178033836E-04   3.332009559E-03
   5909      1      2  -2.968032268E-03  -2.262048275E-04   2.976639744E-03
   5910      1      2  -2.695718980E-03  -1.544019501E-04   2.700137178E-03
   5911      1      2  -2.476177201E-03  -9.753972311E-05   2.478097563E-03
   5912      1      2  -2.262565971E-03  -5.754216875E-05   2.263297566E-03
   5913      1      2  -2.075909380E-03  -6.660020974E-06   2.075920064E-03
   5914      1      2  -1.888624558E-03   1.052859237E-05   1.888653905E-03
   5915      1      2  -1.726333246E-03   7.871491565E-06   1.726351192E-03
   5916      1      2  -1.563181744E-03   1.577102782E-05   1.563261300E-03
   5917      1      2  -1.407830441E-03   4.264799883E-05   1.408476269E-03
   5918      1      2  -1.412106798E-03  -1.165672803E-04   1.416909856E-03
   5919      1      2  -1.588454937E-03  -1.069734842E-04   1.592052893E-03
   5920      1      2  -1.769259126E-03  -8.173771719E-05   1.771146214E-03
   5921      1      2  -1.956430485E-03  -8.902048004E-05   1.958454719E-03
   5922      1      2  -2.165113282E-03  -3.406163157E-05   2.165381195E-03
   5923      1      2  -2.396550776E-03   3.185126593E-05   2.396762426E-03
   5924      1      2  -2.637778539E-03   9.964924274E-05   2.639660128E-03
   5925      1      2  -2.871614400E-03   1.516221037E-04   2.875614460E-03
   5926      1      2  -3.203873039E-03   2.465543765E-04   3.213345844E-03
   5927      1      2  -3.608531963E-03   3.381695785E-04   3.624342919E-03
   5928      1      2  -4.078174521E-03   4.758585020E-04   4.105843243E-03
   5929      1      2  -4.646043637E-03   4.241972668E-04   4.665368667E-03
   5930      1      2  -5.268368621E-03   5.830662000E-04   5.300535268E-03
   5931      1      2  -5.943414072E-03   7.391037920E-04   5.989194039E-03
   5932      1      2  -6.773506641E-03   1.068301543E-03   6.857234166E-03
   5933      1      2  -7.707626984E-03   1.585435004E-03   7.868997260E-03
   5934      1      2  -8.774497994E-03   2.051395452E-03   9.011106388E-03
   5935      1      2  -9.938053622E-03   2.627578465E-03   1.027954660E-02
   5936      1      2  -1.129484811E-02   3.871192630E-03   1.193983778E-02
   5937      1      2  -1.272138596E-02   4.861956508E-03   1.361882087E-02
   5938      1      2  -1.422680650E-02   5.942326412E-03   1.541795273E-02
   5939      1      2  -1.594556888E-02   7.112520136E-03   1.745992868E-02
   5940      1      2  -1.778766146E-02   8.741380606E-03   1.981950138E-02
   5941      1      2  -1.969188168E-02   1.133204098E-02   2.271971295E-02
   5942      1      2  -2.120585951E-02   1.355782527E-02   2.516948755E-02
   5943      1      2  -2.246226329E-02   1.582045585E-02   2.747435341E-02
   5944      1      2  -2.343805892E-02   1.851235713E-02   2.986720563E-02
   5945      1      2  -2.316626498E-02   2.113938188E-02   3.136158955E-02
   5946      1      2  -2.338256233E-02   2.487578769E-02   3.414013817E-02
   5947      1      2  -2.334515794E-02   2.876736205E-02   3.704804339E-02
   5948      1      2  -2.255354204E-02   3.376512253E-02   4.060475044E-02
   5949      1      2  -2.100673639E-02   4.081481956E-02   4.590351260E-02
   5950      1      2  -1.136870631E-02   6.781918100E-02   6.876546222E-02
   5951      1      2   3.543626788E-02   6.403598087E-02   7.318699288E-02
   5952      1      2   2.765703415E-02   1.141836778E-02   2.992140806E-02
   5953      1      2   2.422633775E-02   1.537132179E-04   2.422682539E-02
   5954      1      2   2.155011865E-02  -6.188879342E-03   2.242119179E-02
   5955      1      2   1.947809016E-02  -1.032486417E-02   2.204538084E-02
   5956      1      2   1.735171287E-02  -1.499974331E-02   2.293630831E-02
   5957      1      2   1.523016236E-02  -1.498183678E-02   2.136383109E-02
   5958      1      2   1.308613881E-02  -1.641102869E-02   2.098973301E-02
   5959      1      2   1.100355124E-02  -1.857622169E-02   2.159060333E-02
   5960      1      2   9.612581198E-03  -1.763826681E-02   2.008756266E-02
   5961      1      2   8.695884338E-03  -2.114506350E-02   2.286333560E-02
   5962      1      2   7.825962220E-03  -2.349623451E-02   2.476527247E-02
   5963      1      2   7.516258800E-03  -2.649907667E-02   2.754442250E-02
   5964      1      2   5.333838981E-03  -2.230611644E-02   2.293496608E-02
   5965      1      2   1.026325672E-02  -1.594482833E-02   1.896238352E-02
   5966      1      2   7.873486208E-03   6.080092003E-02   6.130859370E-02
   5967      1      2   3.328289617E-03   6.254128871E-02   6.262978768E-02
   5968      1      2  -1.234308356E-03   6.308824100E-02   6.310031434E-02
   5969      1      2  -2.852385838E-03   6.351324503E-02   6.357726322E-02
   5970      1      2  -1.323279650E-03   5.889154960E-02   5.890641462E-02
   5971      1      2  -1.188176920E-03   5.823460663E-02   5.824672672E-02
   5972      1      2   7.718496724E-04   5.246751726E-02   5.247319429E-02
   5973      1      2  -9.059985515E-04   5.978822574E-02   5.979508985E-02
   5974      1      2  -2.864733879E-03   6.625463220E-02   6.631653631E-02
   5975      1      2  -3.216985247E-03   6.803056777E-02   6.810658665E-02
   5976      1      2  -7.821223407E-03   7.545308596E-02   7.585736429E-02
   5977      1      2  -3.023574711E-02   9.957147983E-02   1.040609437E-01
   5978      1      2  -4.230609491E-02   6.218270856E-02   7.520967299E-02
   5979      1      2  -3.366372892E-02   5.624435707E-03   3.413035191E-02
   5980      1      2  -2.585742696E-02  -1.913455423E-02   3.216733895E-02
   5981      1      2  -2.284590204E-02  -2.803937158E-02   3.616824019E-02
   5982      1      2  -2.209973249E-02  -3.269716830E-02   3.946521241E-02
   5983      1      2  -2.186617687E-02  -3.366196648E-02   4.014047431E-02
   5984      1      2  -2.235525607E-02  -3.318250555E-02   4.001045049E-02
   5985      1      2  -2.267109927E-02  -3.171549231E-02   3.898526894E-02
   5986      1      2  -2.285461958E-02  -3.074088110E-02   3.830581427E-02
   5987      1      2  -2.166969266E-02  -2.772561400E-02   3.518927751E-02
   5988      1      2  -2.090587873E-02  -2.403780338E-02   3.185705192E-02
   5989      1      2  -1.997418768E-02  -1.986017695E-02   2.816726472E-02
   5990      1      2  -1.852241799E-02  -1.660571995E-02   2.487629199E-02
   5991      1      2  -1.740565908E-02  -1.295275491E-02   2.169633212E-02
   5992      1      2  -1.604366135E-02  -1.071135705E-02   1.929072936E-02
   5993      1      2  -1.426922440E-02  -9.413292479E-03   1.709446812E-02
   5994      1      2  -1.266845888E-02  -7.467432875E-03   1.470552292E-02
   5995      1      2  -1.127148861E-02  -5.972596308E-03   1.275611078E-02
   5996      1      2  -9.805818710E-03  -4.609929346E-03   1.083538320E-02
   5997      1      2  -8.629891086E-03  -3.220315920E-03   9.211159252E-03
   5998      1      2  -7.531316098E-03  -2.211968247E-03   7.849428368E-03
   5999      1      2  -6.626192471E-03  -1.613557356E-03   6.819823604E-03
   6000      1      2  -5.781399203E-03  -1.173562359E-03   5.899307193E-03
   6001      1      2  -5.069282670E-03  -8.220125192E-04   5.135497188E-03
   6002      1      2  -4.472414312E-03  -6.514371462E-04   4.519608405E-03
   6003      1      2  -3.958155670E-03  -5.245252963E-04   3.992758832E-03
   6004      1      2  -3.533311205E-03  -3.414183756E-04   3.549768243E-03
   6005      1      2  -3.137061983E-03  -2.235926689E-04   3.145020122E-03
   6006      1      2  -2.820794395E-03  -1.414010731E-04   2.824336255E-03
   6007      1      2  -2.568996459E-03  -7.187841347E-05   2.570001812E-03
   6008      1      2  -2.366266082E-03  -5.702485157E-05   2.366953105E-03
   6009      1      2  -2.175960287E-03  -3.046280829E-06   2.175962420E-03
   6010      1      2  -2.004844806E-03   3.416131472E-05   2.005135829E-03
   6011      1      2  -1.830420093E-03   4.577170820E-05   1.830992291E-03
   6012      1      2  -1.677569705E-03   4.574547325E-05   1.678193303E-03
   6013      1      2  -1.522740411E-03   5.434182591E-05   1.523709747E-03
   6014      1      2  -1.372496402E-03   6.075864360E-05   1.373840597E-03
   6015      1      2  -1.383123678E-03  -1.369282045E-04   1.389885046E-03
   6016      1      2  -1.553381261E-03  -1.346141631E-04   1.559203103E-03
   6017      1      2  -1.723682315E-03  -1.122158279E-04   1.727331212E-03
   6018      1      2  -1.885223649E-03  -1.288782212E-04   1.889623720E-03
   6019      1      2  -2.094313830E-03  -1.031900899E-04   2.096854457E-03
   6020      1      2  -2.302174823E-03  -4.374994891E-05   2.302590492E-03
   6021      1      2  -2.510556613E-03   1.692187939E-05   2.510613642E-03
   6022      1      2  -2.768313917E-03   6.553461057E-05   2.769089512E-03
   6023      1      2  -3.064373114E-03   1.255080067E-04   3.066942262E-03
   6024      1      2  -3.452899073E-03   1.823032677E-04   3.457708271E-03
   6025      1      2  -3.901620518E-03   2.629086519E-04   3.910468466E-03
   6026      1      2  -4.398681757E-03   3.137015138E-04   4.409853721E-03
   6027      1      2  -5.009624608E-03   5.148201007E-04   5.036008186E-03
   6028      1      2  -5.641572330E-03   5.476269919E-04   5.668089068E-03
   6029      1      2  -6.408117056E-03   7.954834999E-04   6.457302704E-03
   6030      1      2  -7.305503137E-03   1.237051120E-03   7.409498738E-03
   6031      1      2  -8.280600673E-03   1.651528310E-03   8.443689553E-03
   6032      1      2  -9.343728361E-03   2.216138376E-03   9.602943767E-03
   6033      1      2  -1.052371211E-02   3.148959019E-03   1.098473757E-02
   6034      1      2  -1.194405029E-02   3.938185212E-03   1.257655120E-02
   6035      1      2  -1.340228962E-02   5.026387188E-03   1.431383719E-02
   6036      1      2  -1.513094906E-02   6.210442238E-03   1.635589228E-02
   6037      1      2  -1.692099666E-02   7.565077019E-03   1.853511581E-02
   6038      1      2  -1.869938244E-02   1.000613579E-02   2.120824502E-02
   6039      1      2  -2.023032175E-02   1.209551040E-02   2.357047496E-02
   6040      1      2  -2.115427966E-02   1.390021901E-02   2.531244036E-02
   6041      1      2  -2.195147506E-02   1.650160827E-02   2.746216184E-02
   6042      1      2  -2.244572223E-02   1.967684787E-02   2.984943532E-02
   6043      1      2  -2.136827236E-02   2.252588097E-02   3.104864533E-02
   6044      1      2  -2.204353016E-02   2.636996204E-02   3.436993046E-02
   6045      1      2  -2.131978683E-02   3.070375365E-02   3.737985820E-02
   6046      1      2  -1.712260209E-02   4.011344953E-02   4.361504712E-02
   6047      1      2  -8.498810565E-03   5.915520751E-02   5.976259998E-02
   6048      1      2   3.979238895E-02   4.872997617E-02   6.291299385E-02
   6049      1      2   2.780755648E-02   7.092510714E-03   2.869780315E-02
   6050      1      2   2.413558595E-02  -2.019955505E-03   2.421996551E-02
   6051      1      2   2.070713584E-02  -6.072182251E-03   2.157908413E-02
   6052      1      2   1.801094528E-02  -7.889989895E-03   1.966331839E-02
   6053      1      2   1.643572050E-02  -1.327200384E-02   2.112531643E-02
   6054      1      2   1.416982528E-02  -1.426093668E-02   2.010368781E-02
   6055      1      2   1.187616681E-02  -1.548871378E-02   1.951777633E-02
   6056      1      2   9.113178303E-03  -1.399203974E-02   1.669811950E-02
   6057      1      2   7.895164029E-03  -1.519267201E-02   1.712164997E-02
   6058      1      2   7.662247871E-03  -1.902264653E-02   2.050783078E-02
   6059      1      2   6.763568858E-03  -2.049305671E-02   2.158034376E-02
   6060      1      2   5.630548656E-03  -2.205804328E-02   2.276533223E-02
   6061      1      2   4.809725565E-03  -1.845861819E-02   1.907495860E-02
   6062      1      2   1.070399251E-02  -1.425513557E-02   1.782650683E-02
   6063      1      2   2.733086724E-02   2.472428149E-02   3.685466591E-02
   6064      1      2   5.336367590E-03   5.727616842E-02   5.752422349E-02
   6065      1      2   2.718105133E-04   5.617594756E-02   5.617660514E-02
   6066      1      2  -1.490206990E-03   5.400980328E-02   5.403035783E-02
   6067      1      2  -1.479655619E-03   5.405723125E-02   5.407747804E-02
   6068      1      2  -9.188729971E-04   5.302492569E-02   5.303288670E-02
   6069      1      2   5.883376501E-04   4.867230884E-02   4.867586455E-02
   6070      1      2  -7.370145922E-05   5.348347595E-02   5.348352673E-02
   6071      1      2  -3.515928341E-03   6.362348025E-02   6.372055392E-02
   6072      1      2  -1.624777757E-03   6.086929384E-02   6.089097499E-02
   6073      1      2  -5.275151129E-03   6.804200155E-02   6.824618080E-02
   6074      1      2  -1.171147484E-02   8.072762460E-02   8.157271613E-02
   6075      1      2  -3.734297240E-02   7.328532965E-02   8.225106157E-02
   6076      1      2  -3.208149488E-02   1.680709221E-02   3.621740827E-02
   6077      1      2  -2.450181050E-02  -1.718131788E-02   2.992551423E-02
   6078      1      2  -2.197552167E-02  -2.641731689E-02   3.436274413E-02
   6079      1      2  -2.130561507E-02  -3.069593224E-02   3.736535146E-02
   6080      1      2  -2.100430401E-02  -3.154775054E-02   3.790041361E-02
   6081      1      2  -2.174155723E-02  -3.065798510E-02   3.758466923E-02
   6082      1      2  -2.183813582E-02  -2.958116359E-02   3.676886475E-02
   6083      1      2  -2.158859584E-02  -2.802977792E-02   3.537988017E-02
   6084      1      2  -2.070666290E-02  -2.701169740E-02   3.403524181E-02
   6085      1      2  -2.023658298E-02  -2.248631303E-02   3.025150516E-02
   6086      1      2  -1.923991077E-02  -1.854655326E-02   2.672356272E-02
   6087      1      2  -1.771027757E-02  -1.426977769E-02   2.274380106E-02
   6088      1      2  -1.657313377E-02  -1.148099719E-02   2.016140024E-02
   6089      1      2  -1.515718413E-02  -9.459061991E-03   1.786656331E-02
   6090      1      2  -1.341772736E-02  -8.164700281E-03   1.570661447E-02
   6091      1      2  -1.196702965E-02  -7.022658293E-03   1.387542893E-02
   6092      1      2  -1.057177766E-02  -5.015838461E-03   1.170132977E-02
   6093      1      2  -9.252187781E-03  -4.072049878E-03   1.010863833E-02
   6094      1      2  -8.126225703E-03  -2.771622628E-03   8.585885870E-03
   6095      1      2  -7.091350025E-03  -1.746244046E-03   7.303192004E-03
   6096      1      2  -6.201480061E-03  -1.405825447E-03   6.358828519E-03
   6097      1      2  -5.413840408E-03  -9.761169854E-04   5.501133732E-03
   6098      1      2  -4.732100920E-03  -6.685435520E-04   4.779092968E-03
   6099      1      2  -4.210626574E-03  -5.011235053E-04   4.240342075E-03
   6100      1      2  -3.767347479E-03  -3.919873030E-04   3.787685451E-03
   6101      1      2  -3.335997540E-03  -2.350009245E-04   3.344264496E-03
   6102      1      2  -3.000273006E-03  -1.286399139E-04   3.003029527E-03
   6103      1      2  -2.708852804E-03  -5.762464475E-05   2.709465650E-03
   6104      1      2  -2.481664697E-03  -1.407862407E-05   2.481704631E-03
   6105      1      2  -2.285119742E-03   1.297282864E-05   2.285156566E-03
   6106      1      2  -2.105519010E-03   4.114481807E-05   2.105920985E-03
   6107      1      2  -1.948157796E-03   7.235499521E-05   1.949500973E-03
   6108      1      2  -1.789501371E-03   7.295744029E-05   1.790987981E-03
   6109      1      2  -1.631186735E-03   7.057649693E-05   1.632712836E-03
   6110      1      2  -1.494428249E-03   7.085900276E-05   1.496107212E-03
   6111      1      2  -1.345554567E-03   7.685256448E-05   1.347747532E-03
   6112      1      2  -1.339829127E-03  -1.671258750E-04   1.350212260E-03
   6113      1      2  -1.504565215E-03  -1.587266629E-04   1.512914618E-03
   6114      1      2  -1.653340106E-03  -1.501668523E-04   1.660145654E-03
   6115      1      2  -1.792616583E-03  -1.850455218E-04   1.802142075E-03
   6116      1      2  -1.960273406E-03  -1.589912753E-04   1.966710464E-03
   6117      1      2  -2.188165637E-03  -1.350383746E-04   2.192328493E-03
   6118      1      2  -2.389554762E-03  -4.208865545E-05   2.389925399E-03
   6119      1      2  -2.632546698E-03  -3.165730328E-06   2.632548602E-03
   6120      1      2  -2.909914037E-03   6.721356867E-05   2.910690188E-03
   6121      1      2  -3.279887644E-03   7.468644168E-05   3.280737878E-03
   6122      1      2  -3.679716916E-03   1.372601084E-04   3.682276052E-03
   6123      1      2  -4.193253257E-03   2.978967382E-04   4.203821516E-03
   6124      1      2  -4.723341586E-03   3.720592483E-04   4.737972544E-03
   6125      1      2  -5.378246147E-03   4.952166777E-04   5.400997239E-03
   6126      1      2  -6.066175794E-03   5.895933839E-04   6.094760793E-03
   6127      1      2  -6.857466146E-03   9.165954365E-04   6.918452800E-03
   6128      1      2  -7.806731151E-03   1.245636971E-03   7.905483080E-03
   6129      1      2  -8.729017324E-03   1.696283841E-03   8.892306918E-03
   6130      1      2  -9.998309023E-03   2.558210120E-03   1.032039836E-02
   6131      1      2  -1.129802752E-02   3.219001236E-03   1.174765486E-02
   6132      1      2  -1.271409047E-02   4.221263439E-03   1.339653543E-02
   6133      1      2  -1.430487373E-02   5.196695182E-03   1.521956153E-02
   6134      1      2  -1.596991503E-02   6.297668358E-03   1.716679390E-02
   6135      1      2  -1.761278813E-02   8.589470342E-03   1.959564509E-02
   6136      1      2  -1.929616728E-02   1.100980374E-02   2.221616191E-02
   6137      1      2  -2.009461461E-02   1.271149843E-02   2.377763085E-02
   6138      1      2  -2.094909858E-02   1.503985533E-02   2.578879562E-02
   6139      1      2  -2.105095278E-02   1.770182933E-02   2.750449735E-02
   6140      1      2  -2.019029140E-02   2.051749514E-02   2.878568174E-02
   6141      1      2  -2.070453294E-02   2.474392482E-02   3.226359403E-02
   6142      1      2  -1.900178406E-02   2.873493905E-02   3.444944876E-02
   6143      1      2  -1.547651792E-02   3.563611577E-02   3.885170980E-02
   6144      1      2   4.931444327E-03   6.092704645E-02   6.112629657E-02
   6145      1      2   4.311251995E-02   3.224547390E-02   5.383734729E-02
   6146      1      2   2.906891524E-02   3.391059117E-03   2.926604030E-02
   6147      1      2   2.413584253E-02  -4.258299543E-03   2.450861093E-02
   6148      1      2   2.051563518E-02  -7.649502493E-03   2.189534597E-02
   6149      1      2   1.758278895E-02  -9.635875135E-03   2.005005130E-02
   6150      1      2   1.540589064E-02  -1.193349134E-02   1.948716711E-02
   6151      1      2   1.261623992E-02  -1.235588332E-02   1.765891736E-02
   6152      1      2   1.020568403E-02  -1.275150840E-02   1.633269583E-02
   6153      1      2   7.860511271E-03  -1.291960752E-02   1.512295923E-02
   6154      1      2   6.145798131E-03  -1.318887771E-02   1.455050961E-02
   6155      1      2   5.143323265E-03  -1.391278794E-02   1.483305236E-02
   6156      1      2   6.187049662E-03  -1.802553624E-02   1.905779473E-02
   6157      1      2   4.339869476E-03  -1.685836807E-02   1.740801657E-02
   6158      1      2   6.278758364E-03  -1.763994228E-02   1.872405859E-02
   6159      1      2   1.352785342E-02  -2.118534791E-02   2.513606541E-02
   6160      1      2   2.712144699E-02   2.563164627E-02   3.731694223E-02
   6161      1      2   1.169904489E-02   5.010072161E-02   5.144851754E-02
   6162      1      2   2.130841540E-03   5.129599865E-02   5.134023727E-02
   6163      1      2  -1.453787852E-03   5.126007473E-02   5.128068604E-02
   6164      1      2  -1.296288461E-03   4.847741600E-02   4.849474431E-02
   6165      1      2  -6.107843418E-04   4.721906105E-02   4.722301117E-02
   6166      1      2   3.258698165E-04   4.673876286E-02   4.673989886E-02
   6167      1      2   1.187095305E-03   4.614362452E-02   4.615889165E-02
   6168      1      2  -1.303121409E-03   5.680295490E-02   5.681790044E-02
   6169      1      2  -6.926218918E-04   5.643880213E-02   5.644305193E-02
   6170      1      2  -4.991582728E-03   6.864814328E-02   6.882937943E-02
   6171      1      2  -3.783247335E-03   6.644905755E-02   6.655666916E-02
   6172      1      2  -2.803804469E-02   9.115528169E-02   9.536989740E-02
   6173      1      2  -2.950178462E-02   2.676463383E-02   3.983341462E-02
   6174      1      2  -2.200575093E-02  -8.824915236E-03   2.370932734E-02
   6175      1      2  -2.019444577E-02  -2.226598280E-02   3.005976763E-02
   6176      1      2  -1.954476070E-02  -2.707561544E-02   3.339291275E-02
   6177      1      2  -2.046879759E-02  -2.858559025E-02   3.515832255E-02
   6178      1      2  -2.082650574E-02  -2.852285560E-02   3.531708698E-02
   6179      1      2  -2.091274723E-02  -2.719262808E-02   3.430425656E-02
   6180      1      2  -2.011013724E-02  -2.528615118E-02   3.230800305E-02
   6181      1      2  -2.021230872E-02  -2.380514568E-02   3.122855079E-02
   6182      1      2  -1.929895164E-02  -2.120964838E-02   2.867575141E-02
   6183      1      2  -1.840423107E-02  -1.739966766E-02   2.532714268E-02
   6184      1      2  -1.706503556E-02  -1.350818296E-02   2.176433885E-02
   6185      1      2  -1.594690454E-02  -1.027648888E-02   1.897129379E-02
   6186      1      2  -1.437557863E-02  -8.078058365E-03   1.648976313E-02
   6187      1      2  -1.275661360E-02  -7.042565072E-03   1.457151034E-02
   6188      1      2  -1.124905403E-02  -5.996870833E-03   1.274769298E-02
   6189      1      2  -9.944424564E-03  -4.217313378E-03   1.080172727E-02
   6190      1      2  -8.697565675E-03  -3.367555931E-03   9.326740139E-03
   6191      1      2  -7.641562018E-03  -2.169414650E-03   7.943540142E-03
   6192      1      2  -6.683532750E-03  -1.454696886E-03   6.840011188E-03
   6193      1      2  -5.801426613E-03  -9.969722751E-04   5.886467911E-03
   6194      1      2  -5.113038959E-03  -6.086868046E-04   5.149142358E-03
   6195      1      2  -4.541352116E-03  -5.052591422E-04   4.569372587E-03
   6196      1      2  -3.977656944E-03  -3.785490919E-04   3.995629385E-03
   6197      1      2  -3.521829352E-03  -1.882027254E-04   3.526854441E-03
   6198      1      2  -3.170251314E-03  -1.370139467E-04   3.173210711E-03
   6199      1      2  -2.858009428E-03  -7.165849583E-05   2.858907629E-03
   6200      1      2  -2.583769294E-03  -4.067247129E-06   2.583772495E-03
   6201      1      2  -2.374032426E-03   3.148044664E-06   2.374034513E-03
   6202      1      2  -2.181118573E-03   3.263272471E-05   2.181362676E-03
   6203      1      2  -2.016470907E-03   6.826586491E-05   2.017626117E-03
   6204      1      2  -1.832647838E-03   7.429818177E-05   1.834153297E-03
   6205      1      2  -1.707303936E-03   7.404858269E-05   1.708908986E-03
   6206      1      2  -1.559634956E-03   7.805868091E-05   1.561587127E-03
   6207      1      2  -1.430276399E-03   7.133510791E-05   1.432054215E-03
   6208      1      2  -1.291180709E-03   8.404372122E-05   1.293913046E-03
   6209      1      2  -1.306268973E-03  -1.715752061E-04   1.317488779E-03
   6210      1      2  -1.458577070E-03  -1.620857772E-04   1.467555405E-03
   6211      1      2  -1.602981389E-03  -1.889809359E-04   1.614082751E-03
   6212      1      2  -1.746662006E-03  -1.930021618E-04   1.757292804E-03
   6213      1      2  -1.906548459E-03  -1.906173448E-04   1.916053756E-03
   6214      1      2  -2.094035752E-03  -1.458614471E-04   2.099109643E-03
   6215      1      2  -2.288197806E-03  -9.607427401E-05   2.290213848E-03
   6216      1      2  -2.513565672E-03  -3.154914805E-05   2.513763660E-03
   6217      1      2  -2.774319167E-03  -3.312585514E-05   2.774516924E-03
   6218      1      2  -3.088027465E-03  -1.355320446E-05   3.088057207E-03
   6219      1      2  -3.523114962E-03   5.196180618E-05   3.523498129E-03
   6220      1      2  -3.956451544E-03   1.594335360E-04   3.959662596E-03
   6221      1      2  -4.458698466E-03   2.803747208E-04   4.467505120E-03
   6222      1      2  -5.033445959E-03   3.206967541E-04   5.043651914E-03
   6223      1      2  -5.670723757E-03   5.002219300E-04   5.692743619E-03
   6224      1      2  -6.399556834E-03   8.014959189E-04   6.449552185E-03
   6225      1      2  -7.348752644E-03   1.053466879E-03   7.423877551E-03
   6226      1      2  -8.197474131E-03   1.244432193E-03   8.291392743E-03
   6227      1      2  -9.359809916E-03   2.088912297E-03   9.590078011E-03
   6228      1      2  -1.059673339E-02   2.594309880E-03   1.090968388E-02
   6229      1      2  -1.192689962E-02   3.506597514E-03   1.243169983E-02
   6230      1      2  -1.350149750E-02   4.513924429E-03   1.423607911E-02
   6231      1      2  -1.492402194E-02   5.359714458E-03   1.585726868E-02
   6232      1      2  -1.655093685E-02   7.342262404E-03   1.810641676E-02
   6233      1      2  -1.807358770E-02   1.012593692E-02   2.071688130E-02
   6234      1      2  -1.888520885E-02   1.159925031E-02   2.216289064E-02
   6235      1      2  -1.973987359E-02   1.353985202E-02   2.393721375E-02
   6236      1      2  -1.957820654E-02   1.593131960E-02   2.524109973E-02
   6237      1      2  -1.971879744E-02   1.883785828E-02   2.727078798E-02
   6238      1      2  -1.859751964E-02   2.241688964E-02   2.912704375E-02
   6239      1      2  -1.649189909E-02   2.645672443E-02   3.117596836E-02
   6240      1      2  -1.330449646E-02   3.078822699E-02   3.353989487E-02
   6241      1      2   1.217577657E-02   5.537812942E-02   5.670085320E-02
   6242      1      2   4.644641085E-02   2.309684097E-02   5.187227722E-02
   6243      1      2   2.902337367E-02   2.316791308E-04   2.902429834E-02
   6244      1      2   2.358140439E-02  -5.312282342E-03   2.417235976E-02
   6245      1      2   1.971066290E-02  -7.513775084E-03   2.109424206E-02
   6246      1      2   1.666561032E-02  -9.593051860E-03   1.922938406E-02
   6247      1      2   1.460021473E-02  -1.238392066E-02   1.914491476E-02
   6248      1      2   1.169672455E-02  -1.124550743E-02   1.622574506E-02
   6249      1      2   9.307861423E-03  -1.233123816E-02   1.544978054E-02
   6250      1      2   6.221310573E-03  -1.121963723E-02   1.282906718E-02
   6251      1      2   4.885004158E-03  -1.231622446E-02   1.324962832E-02
   6252      1      2   3.447189607E-03  -1.197119150E-02   1.245762987E-02
   6253      1      2   4.251249775E-03  -1.406356873E-02   1.469207576E-02
   6254      1      2   4.301151012E-03  -1.527353795E-02   1.586760415E-02
   6255      1      2   7.555382257E-03  -1.870627509E-02   2.017445238E-02
   6256      1      2   1.425797712E-02  -6.796511139E-03   1.579501425E-02
   6257      1      2   2.260587064E-02   3.798577219E-02   4.420344191E-02
   6258      1      2   1.134966112E-02   4.620494261E-02   4.757847758E-02
   6259      1      2   3.247678290E-03   4.560546599E-02   4.572095737E-02
   6260      1      2  -2.919545211E-04   4.545995754E-02   4.546089503E-02
